country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",11-07-2026 14:00,26.071318,91.87488,OZONE,20,30,23
India,Assam,Guwahati,"IITG, Guwahati - PCBA",11-07-2026 14:00,26.2028636,91.70046436,PM10,10,80,28
India,Assam,Guwahati,"IITG, Guwahati - PCBA",11-07-2026 14:00,26.2028636,91.70046436,NH3,5,5,5
India,Assam,Guwahati,"IITG, Guwahati - PCBA",11-07-2026 14:00,26.2028636,91.70046436,CO,5,6,6
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",11-07-2026 14:00,26.181742,91.78063,NO2,3,4,3
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",11-07-2026 14:00,26.10887,91.589544,PM2.5,17,71,42
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",11-07-2026 14:00,26.10887,91.589544,NO2,10,20,15
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",11-07-2026 14:00,26.1875,91.744194,CO,16,21,19
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",11-07-2026 14:00,26.1875,91.744194,OZONE,16,24,19
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",11-07-2026 14:00,26.349082,92.68449,OZONE,9,14,12
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",11-07-2026 14:00,26.446912,91.439057,NO2,14,15,14
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",11-07-2026 14:00,26.446912,91.439057,NH3,6,6,6
India,Assam,Silchar,"Tarapur, Silchar - PCBA",11-07-2026 14:00,24.82827,92.79525,PM10,43,56,50
India,Assam,Silchar,"Tarapur, Silchar - PCBA",11-07-2026 14:00,24.82827,92.79525,SO2,4,7,6
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",11-07-2026 14:00,26.80365,84.51954,SO2,13,16,14
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",11-07-2026 14:00,25.265194,87.012947,PM10,NA,NA,NA
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",11-07-2026 14:00,25.265194,87.012947,NO2,6,9,7
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",11-07-2026 14:00,25.265194,87.012947,SO2,1,69,25
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",11-07-2026 14:00,25.204762,85.51496,NO2,9,10,9
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",11-07-2026 14:00,25.204762,85.51496,NH3,3,4,3
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",11-07-2026 14:00,25.204762,85.51496,CO,NA,NA,NA
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",11-07-2026 14:00,25.56752,83.966379,NO2,9,10,9
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",11-07-2026 14:00,25.56752,83.966379,SO2,27,33,29
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",11-07-2026 14:00,25.7808257,84.7446768,PM10,109,122,113
India,Andhra Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",11-07-2026 14:00,16.5150833,80.5181667,NH3,3,4,3
India,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",11-07-2026 14:00,14.675886,77.593027,PM2.5,56,190,91
India,Andhra Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",11-07-2026 14:00,13.20488,79.097889,PM2.5,60,119,73
India,Andhra Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",11-07-2026 14:00,13.20488,79.097889,PM10,63,108,74
India,Andhra Pradesh,Eluru,"District Court, Eluru - APPCB",11-07-2026 14:00,16.711754,81.092095,CO,13,25,18
India,Andhra Pradesh,Eluru,"District Court, Eluru - APPCB",11-07-2026 14:00,16.711754,81.092095,OZONE,5,15,11
India,Andhra Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB",11-07-2026 14:00,16.316553,80.413302,PM2.5,41,57,46
India,Andhra Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB",11-07-2026 14:00,16.316553,80.413302,CO,19,21,20
India,Andhra Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",11-07-2026 14:00,16.536107,80.594233,PM2.5,NA,NA,NA
India,Andhra Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",11-07-2026 14:00,16.536107,80.594233,OZONE,16,26,21
India,Andhra Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",11-07-2026 14:00,16.486692,80.699436,PM10,NA,NA,NA
India,Andhra Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",11-07-2026 14:00,16.486692,80.699436,NO2,23,33,25
India,Andhra Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",11-07-2026 14:00,16.486692,80.699436,CO,19,25,22
India,Andhra Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",11-07-2026 14:00,16.554731,80.64911,PM2.5,47,72,51
India,Andhra Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",11-07-2026 14:00,16.509717,80.612222,NH3,3,8,5
India,Bihar,Munger,"Town Hall, Munger - BSPCB",11-07-2026 14:00,25.376776,86.471523,NH3,NA,NA,NA
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",11-07-2026 14:00,26.1209,85.3647,CO,19,43,25
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",11-07-2026 14:00,26.11442,85.39813,NH3,5,9,8
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",11-07-2026 14:00,25.599486,85.113666,PM2.5,NA,NA,NA
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",11-07-2026 14:00,25.599486,85.113666,CO,34,39,37
India,Bihar,Patna,"Muradpur, Patna - BSPCB",11-07-2026 14:00,25.619651,85.147382,PM10,28,95,52
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",11-07-2026 14:00,24.792403,84.992416,OZONE,14,59,29
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",11-07-2026 14:00,24.762518,84.982348,PM2.5,14,34,26
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",11-07-2026 14:00,24.762518,84.982348,PM10,16,40,32
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",11-07-2026 14:00,24.762518,84.982348,NH3,4,6,5
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",11-07-2026 14:00,25.697189,85.2459,NO2,10,29,16
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",11-07-2026 14:00,25.697189,85.2459,SO2,3,8,6
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",11-07-2026 14:00,25.560083,87.553265,PM2.5,2,22,9
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",11-07-2026 14:00,25.560083,87.553265,PM10,2,22,10
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",11-07-2026 14:00,25.560083,87.553265,NH3,1,1,1
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",11-07-2026 14:00,26.0881305,87.93840336,PM10,NA,NA,NA
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",11-07-2026 14:00,26.0881305,87.93840336,SO2,NA,NA,NA
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",11-07-2026 14:00,27.308328,84.531742,PM2.5,NA,NA,NA
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",11-07-2026 14:00,26.987634,94.636574,SO2,8,9,9
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",11-07-2026 14:00,26.987634,94.636574,OZONE,20,55,40
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",11-07-2026 14:00,26.146529,87.454184,SO2,1,19,10
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",11-07-2026 14:00,26.146529,87.454184,OZONE,10,10,10
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",11-07-2026 14:00,25.5626095,84.663264,PM2.5,22,500,228
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",11-07-2026 14:00,25.5626095,84.663264,NH3,2,2,2
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",11-07-2026 14:00,24.75746,84.366208,PM2.5,NA,NA,NA
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",11-07-2026 14:00,25.42742023,86.13886079,NO2,5,10,8
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",11-07-2026 14:00,26.80365,84.51954,PM2.5,NA,NA,NA
India,Andhra Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",11-07-2026 14:00,14.465052,78.824187,OZONE,35,47,43
India,Andhra Pradesh,Nellore,"Ambedkar Nagar, Nellore - APPCB ",11-07-2026 14:00,14.438164,79.966814,CO,38,39,39
India,Delhi,Delhi,"DTU, Delhi - CPCB",11-07-2026 14:00,28.7500499,77.1112615,PM10,28,253,96
India,Delhi,Delhi,"DTU, Delhi - CPCB",11-07-2026 14:00,28.7500499,77.1112615,OZONE,5,14,10
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM",11-07-2026 14:00,28.54246,77.191651,PM10,84,430,164
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM",11-07-2026 14:00,28.54246,77.191651,NH3,NA,NA,NA
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM",11-07-2026 14:00,28.54246,77.191651,CO,19,42,24
India,Delhi,Delhi,"ITO, Delhi - CPCB",11-07-2026 14:00,28.628624,77.24106,PM10,28,238,91
India,Delhi,Delhi,"ITO, Delhi - CPCB",11-07-2026 14:00,28.628624,77.24106,SO2,8,28,20
India,Delhi,Delhi,"ITO, Delhi - CPCB",11-07-2026 14:00,28.628624,77.24106,OZONE,15,43,34
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",11-07-2026 14:00,28.563262,77.186937,PM2.5,5,97,34
India,Delhi,Delhi,"North Campus, DU, Delhi - IITM",11-07-2026 14:00,28.6573814,77.1585447,SO2,NA,NA,NA
India,Delhi,Delhi,"North Campus, DU, Delhi - IITM",11-07-2026 14:00,28.6573814,77.1585447,OZONE,20,55,35
India,Delhi,Delhi,"Alipur, Delhi - DPCC",11-07-2026 14:00,28.815329,77.15301,PM2.5,10,88,44
India,Delhi,Delhi,"Alipur, Delhi - DPCC",11-07-2026 14:00,28.815329,77.15301,PM10,31,400,108
India,Delhi,Delhi,"IMD Lodhi Road, Delhi - IITM",11-07-2026 14:00,28.5918245,77.2273074,PM10,42,320,95
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",11-07-2026 14:00,30.719859,76.738637,NH3,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",11-07-2026 14:00,30.719859,76.738637,SO2,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",11-07-2026 14:00,30.719859,76.738637,CO,43,43,43
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",11-07-2026 14:00,21.185571,81.343175,PM2.5,8,30,17
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",11-07-2026 14:00,21.185571,81.343175,CO,20,21,20
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",11-07-2026 14:00,21.194815,81.31477,PM10,41,61,52
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",11-07-2026 14:00,21.194815,81.31477,SO2,10,31,14
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",11-07-2026 14:00,21.194815,81.31477,CO,8,10,9
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",11-07-2026 14:00,21.224231,81.40835,NO2,9,21,13
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",11-07-2026 14:00,21.224231,81.40835,NH3,4,5,5
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",11-07-2026 14:00,22.08815,82.13737,NH3,NA,NA,NA
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",11-07-2026 14:00,22.08815,82.13737,SO2,1,14,11
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",11-07-2026 14:00,28.6811736,77.3025234,PM10,12,500,144
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",11-07-2026 14:00,28.6811736,77.3025234,OZONE,94,310,172
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",11-07-2026 14:00,28.531346,77.190156,NH3,NA,NA,NA
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",11-07-2026 14:00,28.672342,77.31526,NH3,4,6,5
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",11-07-2026 14:00,28.570173,76.933762,SO2,4,9,6
India,Delhi,Delhi,"Mundka, Delhi - DPCC",11-07-2026 14:00,28.684678,77.076574,OZONE,3,6,5
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",11-07-2026 14:00,28.699793,77.165453,PM10,105,446,195
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",11-07-2026 14:00,28.699793,77.165453,SO2,8,11,10
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",11-07-2026 14:00,28.699793,77.165453,OZONE,16,18,17
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",11-07-2026 14:00,28.498571,77.26484,NH3,5,8,6
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",11-07-2026 14:00,22.348441,82.549611,NO2,5,11,7
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",11-07-2026 14:00,22.368195,82.746431,NO2,9,34,17
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",11-07-2026 14:00,22.368195,82.746431,NH3,1,1,1
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",11-07-2026 14:00,22.368195,82.746431,OZONE,8,8,8
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",11-07-2026 14:00,22.12665,83.483212,SO2,7,15,12
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",11-07-2026 14:00,22.1910172,83.5197009,PM2.5,NA,NA,NA
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",11-07-2026 14:00,22.1910172,83.5197009,NO2,NA,NA,NA
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",11-07-2026 14:00,22.1910172,83.5197009,OZONE,4,62,19
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",11-07-2026 14:00,21.219665,81.630094,PM2.5,16,36,23
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",11-07-2026 14:00,21.219665,81.630094,NH3,2,2,2
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",11-07-2026 14:00,21.219665,81.630094,CO,11,25,17
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",11-07-2026 14:00,21.371751,81.664929,NH3,2,2,2
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",11-07-2026 14:00,21.237755,81.705301,OZONE,2,7,3
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",11-07-2026 14:00,22.06631475,83.33820077,PM10,54,103,70
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",11-07-2026 14:00,22.06631475,83.33820077,CO,4,7,6
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",11-07-2026 14:00,22.06631475,83.33820077,OZONE,27,27,27
India,Delhi,Delhi,"Pusa, Delhi - IITM",11-07-2026 14:00,28.63611,77.173332,NH3,NA,NA,NA
India,Bihar,Patna,"Samanpura, Patna - BSPCB",11-07-2026 14:00,25.596727,85.085624,SO2,4,5,5
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",11-07-2026 14:00,25.610369,85.132568,NH3,NA,NA,NA
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",11-07-2026 14:00,25.610369,85.132568,OZONE,58,58,58
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",11-07-2026 14:00,25.0328,85.41948,SO2,3,3,3
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",11-07-2026 14:00,25.892357,86.590325,CO,36,37,37
India,Delhi,Delhi,"Pusa, Delhi - IITM",11-07-2026 14:00,28.63611,77.173332,OZONE,5,112,63
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC",11-07-2026 14:00,28.594169,77.1251,SO2,3,14,7
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",11-07-2026 14:00,28.611281,77.237738,PM2.5,10,107,45
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",11-07-2026 14:00,28.710508,77.249485,SO2,0,7,2
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",11-07-2026 14:00,28.710508,77.249485,OZONE,7,12,9
India,Delhi,Delhi,"Bawana, Delhi - DPCC",11-07-2026 14:00,28.7762,77.051074,CO,34,64,50
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",11-07-2026 14:00,28.56789,77.250515,PM2.5,33,160,67
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",11-07-2026 14:00,28.623763,77.287209,OZONE,6,28,16
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",11-07-2026 14:00,28.58028,77.233829,PM2.5,45,95,67
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",11-07-2026 14:00,24.952822,84.002396,CO,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",11-07-2026 14:00,30.751462,76.762879,PM10,28,79,49
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro",11-07-2026 14:00,21.217779,72.834787,NO2,2,30,15
India,Gujarat,Surat,"Science Center, Surat - SMC",11-07-2026 14:00,21.170046,72.795405,NO2,2,4,3
India,Gujarat,Surat,"Science Center, Surat - SMC",11-07-2026 14:00,21.170046,72.795405,NH3,NA,NA,NA
India,Gujarat,Surat,"Science Center, Surat - SMC",11-07-2026 14:00,21.170046,72.795405,OZONE,NA,NA,NA
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro",11-07-2026 14:00,22.320153,73.216285,PM2.5,21,75,46
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro",11-07-2026 14:00,22.320153,73.216285,CO,93,97,95
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",11-07-2026 14:00,20.362421,72.918013,CO,NA,NA,NA
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",11-07-2026 14:00,30.379589,76.778328,PM10,34,460,99
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",11-07-2026 14:00,28.6701,76.9254,PM10,31,122,64
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",11-07-2026 14:00,28.6701,76.9254,NO2,12,21,16
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",11-07-2026 14:00,28.6701,76.9254,NH3,10,13,11
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",11-07-2026 14:00,28.3419248,77.319699,OZONE,4,10,6
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",11-07-2026 14:00,28.806223,76.141105,PM2.5,48,259,96
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",11-07-2026 14:00,28.806223,76.141105,NO2,7,9,9
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",11-07-2026 14:00,28.806223,76.141105,SO2,12,13,13
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",11-07-2026 14:00,28.636429,77.201067,OZONE,3,20,12
India,Delhi,Delhi,"Pusa, Delhi - DPCC",11-07-2026 14:00,28.639652,77.146275,PM2.5,20,83,51
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",11-07-2026 14:00,23.023389,72.515201,PM10,41,101,67
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",11-07-2026 14:00,23.023389,72.515201,OZONE,3,14,7
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",11-07-2026 14:00,23.002657,72.591912,PM2.5,23,157,76
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",11-07-2026 14:00,23.002657,72.591912,NO2,34,35,34
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",11-07-2026 14:00,23.002657,72.591912,NH3,NA,NA,NA
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",11-07-2026 14:00,23.002657,72.591912,OZONE,20,23,21
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",11-07-2026 14:00,23.107969,72.574648,SO2,4,9,7
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",11-07-2026 14:00,23.041137,72.456691,PM10,36,88,61
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",11-07-2026 14:00,23.041137,72.456691,NH3,2,2,2
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",11-07-2026 14:00,23.016834,72.625775,NO2,8,40,19
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",11-07-2026 14:00,28.593883,76.270653,PM2.5,36,221,114
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",11-07-2026 14:00,28.593883,76.270653,NH3,5,8,6
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",11-07-2026 14:00,28.593883,76.270653,SO2,0,14,8
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",11-07-2026 14:00,28.2068,76.7997,NH3,NA,NA,NA
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",11-07-2026 14:00,28.2068,76.7997,SO2,NA,NA,NA
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",11-07-2026 14:00,28.39072,77.30059,NO2,NA,NA,NA
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",11-07-2026 14:00,28.39072,77.30059,NH3,NA,NA,NA
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",11-07-2026 14:00,28.4417,77.3217,PM2.5,45,92,85
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",11-07-2026 14:00,28.376058,77.315741,NH3,8,9,8
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",11-07-2026 14:00,29.503664,75.467934,NO2,18,20,19
India,Delhi,Delhi,"Burari Crossing, Delhi - IITM",11-07-2026 14:00,28.7256504,77.2011573,PM2.5,2,89,47
India,Delhi,Delhi,"Burari Crossing, Delhi - IITM",11-07-2026 14:00,28.7256504,77.2011573,CO,40,52,45
India,Delhi,Delhi,"Burari Crossing, Delhi - IITM",11-07-2026 14:00,28.7256504,77.2011573,OZONE,16,75,37
India,Delhi,Delhi,"Narela, Delhi - DPCC",11-07-2026 14:00,28.822836,77.101981,NH3,5,12,8
India,Delhi,Delhi,"Narela, Delhi - DPCC",11-07-2026 14:00,28.822836,77.101981,SO2,15,22,17
India,Delhi,Delhi,"Narela, Delhi - DPCC",11-07-2026 14:00,28.822836,77.101981,CO,66,92,78
India,Delhi,Delhi,"JNU, Delhi - DPCC",11-07-2026 14:00,28.540721,77.168544,SO2,0,2,1
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IITM",11-07-2026 14:00,28.5512005,77.2735737,PM2.5,15,141,53
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IITM",11-07-2026 14:00,28.5512005,77.2735737,NH3,NA,NA,NA
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IITM",11-07-2026 14:00,28.5512005,77.2735737,CO,66,93,79
India,Delhi,Delhi,"Aya Nagar, Delhi - IITM",11-07-2026 14:00,28.4706914,77.1099364,PM10,47,291,99
India,Delhi,Delhi,"Aya Nagar, Delhi - IITM",11-07-2026 14:00,28.4706914,77.1099364,NH3,NA,NA,NA
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",11-07-2026 14:00,28.674045,77.131023,PM2.5,13,177,65
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",11-07-2026 14:00,28.674045,77.131023,CO,31,44,36
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",11-07-2026 14:00,28.6514781,77.1473105,NH3,7,26,13
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",11-07-2026 14:00,28.6514781,77.1473105,SO2,5,19,12
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",11-07-2026 14:00,28.6514781,77.1473105,CO,40,55,48
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",11-07-2026 14:00,28.6514781,77.1473105,OZONE,32,37,35
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",11-07-2026 14:00,28.493624,77.201159,NH3,0,17,3
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",11-07-2026 14:00,21.613267,73.010555,OZONE,8,13,9
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro",11-07-2026 14:00,21.755417,72.139056,NH3,3,4,4
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",11-07-2026 14:00,23.243639,72.68994,PM2.5,17,42,29
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",11-07-2026 14:00,23.163798,72.677768,PM10,54,101,76
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IITM",11-07-2026 14:00,28.5627763,77.1180053,CO,34,56,41
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",11-07-2026 14:00,28.656756,77.227234,PM2.5,26,93,54
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",11-07-2026 14:00,28.656756,77.227234,NO2,17,77,33
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",11-07-2026 14:00,28.656756,77.227234,CO,51,59,53
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",11-07-2026 14:00,28.636429,77.201067,PM10,81,405,144
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM",11-07-2026 14:00,28.422681,77.148944,NO2,6,10,8
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM",11-07-2026 14:00,28.422681,77.148944,NH3,NA,NA,NA
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",11-07-2026 14:00,28.4227,77.0667,SO2,NA,NA,NA
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",11-07-2026 14:00,28.4501238,77.0263051,OZONE,1,4,3
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro",11-07-2026 14:00,23.59315,72.372792,CO,69,70,69
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ",11-07-2026 14:00,22.248853,70.776774,PM2.5,26,97,67
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ",11-07-2026 14:00,22.248853,70.776774,NO2,19,88,50
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ",11-07-2026 14:00,22.248853,70.776774,NH3,0,1,1
